"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"High income: OECD","OEC","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.725","","","0.69","","0.68","","0.71","","1.1","","1.29","","1.41","","1.62","","1.87",
"High income: OECD","OEC","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.905","","","0.93","","0.78","","0.9","","1.29","","1.34","","1.4","","1.71","","1.96",
"OECD members","OED","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","1611211.4387097","1633807.5239226","1694112.36141868","1755082.43399538","1817001.71781418","1859328.16648383","1929070.82338942","2023661.57348168","2092458.43439753","2148572.90487933","2341176.43919572","2360804.9221272","2424828.02078039","2463621.70160721","2448779.87048685","2477814.65428565","2513557.49499577","2609693.71434218","2686300.20621747","2846053.97456432","2920277.91360634","2962507.88265364","3013068.59241924","3008039.08000777","3183286.22248489","3266816.41983077","3277668.50850303","3366922.82642302","3401668.32174351","3406092.8398846","3441574.986","3473866.941","3499966.101","3495345.289","3606811.596","3674514.83","3771693.483","3801986.612","3809152.664","3790290.059","3830054.639","3871964.672","3846992.258","3816298.508","3856387.403","3836502.249","3847845.001","3848474.261","3860989.98","3790498.179","3877485.419","3853901.947","",
"OECD members","OED","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","2.08798705148579","2.38833987640701","2.60781386849952","2.78137201751868","2.89236478139938","3.02832235650516","3.16204686118532","3.25713143432352","3.420088041172","3.61181741951463","3.80082956606615","3.93128807639519","4.06055049341045","4.14739518965179","4.29407214620787","4.40784015959494","4.49902817197705","4.70384271864793","4.90943432292082","5.04842897044855","5.28656006342779","5.51607464259849","5.68723824043322","5.8429061961408","6.07724548589395","6.39493846776025","6.86723112868359","7.21077159019051","7.53757474273611","7.70858403399002","7.75371024769138","8.23151495740371","8.68658063563664",
"OECD members","OED","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","4.46199140737404","4.66932663541086","4.80626349027946","4.92716913246284","4.93728817844178","5.01600005851593","5.12190507426609","5.12621332803196","5.19019499807861","5.27892503405127","5.33740437833338","5.33255436580591","5.38605099349284","5.38610408004858","5.46260809482968","5.48413282876015","5.48943685313354","5.63558813360304","5.76650238393835","5.85210703245192","5.97338422617761","6.07514170236941","6.13672681115878","6.18874152737687","6.26330254036216","6.39493846776025","6.60224345420705","6.7327588072452","6.83893112448686","6.90473259114963","6.87170444177142","7.13382691856131","7.32242180171093",
"OECD members","OED","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","16.7140996526415","17.6342416938174","19.0219830395811","21.1396445134512","21.9610466896128","23.6904937482839","24.5190810404752","24.6851904873098","26.6705528316086","29.3257718479918","29.499218148169","30.1670164483183","31.7426643634698","34.2997965497118","33.8881781172233","31.6755531032673","34.8534139150439","33.9750993530241","34.0631231286882","31.8183288830557","28.3836241124318","25.4978495467741","22.385295039438","22.6253117366632","21.2666503115551","20.966537020304","21.4608659920556","21.8747524082246","23.4064569391564","24.637433888488","23.9014865079032","24.0775291187548","24.30825563959","25.5129663247146","24.458162149474","24.6026420920535","24.8680397974527","24.9829256630841","25.0964074328754","26.8421815124362","27.6344794601474","26.5871107083161","27.5577307229804","28.9765020372643","29.6260282185658","30.3935531447707","30.11123283667","30.634418016721","29.448677586345","27.4496560193129","28.2775745973967","27.3503849094234","",
"OECD members","OED","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","2.72770067571575","2.80041551294397","2.76456426118494","2.77305051157518","2.77862811984091","2.98170402914141","3.07468840051636","3.05424198737062","3.05180224859784","3.06632372994002","2.98605661085268","3.16858421217634","3.42183435320576","3.59006316429199","4.25121687172504","5.04313561348561","5.00381928662415","5.5249397699724","6.03456384728657","6.11598665024701","6.55096193797114","7.50499757312066","8.1177558237816","8.91666584829878","9.74415045582855","10.8390067130238","11.5245382366896","11.7892224178118","12.1748642315038","12.326801786229","12.8549080582878","13.3068381764823","13.3166616023641","13.6532101863066","13.6884464195206","13.9583177432133","13.9299321510873","13.6535357835337","13.8530147735274","14.0163782180604","13.9521599079035","13.9907367362665","13.9161028185264","13.5055656977465","13.7857787914018","13.8882597425122","14.0251905242948","13.5624643820855","13.8923721240587","14.4591608853081","14.3513870548932","13.8688508498088","",
"OECD members","OED","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","94.134819967793","94.1703687791815","94.3663882592207","94.5001116391649","94.6081427585317","94.5240050459555","94.505959104828","94.6414055102015","94.6755287723149","94.7507874855342","94.583245529223","94.3066648443281","94.1078191183073","94.0266032045575","93.2795835155578","92.5126851507305","92.5448592806113","91.9909369748471","91.3795963663279","91.2380676557889","90.6530073637161","89.5948802449413","88.7760157571723","87.7949291051006","86.8486444026114","85.7900248075782","85.0828770511798","84.7221834217539","84.4183502111218","84.3084318292674","83.7979156694294","83.263195457842","83.1121458786049","82.8976086386955","82.8501545289532","82.537823158679","82.5580549038015","82.8427253984863","82.5934725951106","82.4909973941803","82.5403535476392","82.6020276465544","82.6220685190476","82.8982919706895","82.5422838748211","82.3167466382888","82.016803936898","82.2797421800787","81.7100599125285","80.8456113969985","80.6734317176204","81.0284596252671","",
"OECD members","OED","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","224.115178336598","214.16364244392","208.061834733463","202.956296631155","202.540334665173","199.362039141576","195.239854214457","195.07576762981","192.67098834826","189.432506343542","187.356986489424","187.527389577559","185.664785054607","185.662955104087","183.062739014079","182.344234033821","182.168048700509","177.443769184861","173.415344938612","170.878624477417","167.40928795734","164.605214000191","162.953318727117","161.583739695113","159.660178245545","156.373670370942","151.463666394002","148.527524693724","146.221680230042","144.828201063396","145.524303100297","140.177216438785","136.566839097735",
"OECD members","OED","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","1928567.95396889","1977461.71994008","2085590.15756954","2218669.85986393","2321121.08435478","2428134.15310664","2546867.00051065","2677643.63002066","2843634.02220391","3029593.03208206","3309295.00898298","3383999.65649199","3556005.43122041","3753514.62383232","3707673.02059176","3630141.03391232","3862139.59656166","3956512.92462547","4078091.61703435","4178364.24205662","4081714.7371603","3980352.28692112","3885937.51671765","3891485.06073416","4047135.69941385","4137562.08688754","4177435.23730779","4313924.70700243","4445602.33276205","4524093.88675229","4522525.905","4575545.159","4623973.368","4692555.357","4774588.094","4873532.617","5020091.946","5068161.676","5085407.166","5180977.423","5292651.266","5274230.056","5310424.834","5373289.992","5479849.02","5511705.341","5505670.163","5548103.47","5472597.604","5224645.358","5406238.561","5304779.581","",
"OECD members","OED","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","3.07758851339902","2.96881857984752","2.81501323822351","2.67418742812447","2.56035523765132","2.45392316233037","2.37206593215463","2.25155497696295","2.20937991582902","2.12491864831832","2.38095673718172","2.46059044005664","2.41432118636937","2.33558469201851","2.41312898600764","2.39489571383436","2.40047488194883","2.43305138094631","2.53570494450909","2.58442226367568","2.71958544120835","2.82161051883337","3.02726876354203","3.19594402787815","3.3124089567592","3.26849721567071","3.29314600183426","3.37924954221365","3.29277980186327","3.26203505371358","3.24859554342343","3.33290833552453","3.48686346499736","3.37098912992109","3.38448393491931","3.42753760213523","3.42475233221555","3.41479879814315","3.46646994519141","3.42493254674814","3.45030104615247","3.31691619710416","3.35205753898069","3.49907716277971","3.5853238343417","3.70969158091646","3.86458001843072","4.08110771949969","4.31240321465448","4.60920015616493","4.88263840046255","5.02711795896577","",
"OECD members","OED","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","2669.46637058234","2698.23720061682","2811.46930650261","2955.46780012823","3056.12445789499","3138.20790135964","3258.66405419025","3393.96292220289","3575.19445173236","3769.9225542216","4081.18398579731","3755.3833684158","3901.19022779786","4075.13276456188","3979.31471308298","3853.94887044705","4062.95102136809","4123.69939125669","4211.00639489175","4275.03272855627","4139.14837775557","4001.1017008393","3874.35712256343","3849.94709425617","3974.5895541171","4033.49223527248","4041.54941907964","4142.37804742504","4236.33530262647","4276.30770882862","4238.40333381141","4248.84024210266","4254.56888696853","4280.27471110858","4319.61020970504","4373.31280924043","4470.21274775787","4478.77483788267","4461.67309332743","4512.75331288513","4576.69825286837","4528.46290098517","4526.77566761437","4547.55908403849","4604.62981445556","4598.9702043158","4561.44902818828","4563.14524280719","4468.02732263504","4237.11278909878","4356.88691733439","4246.49548162152","4168.31290308764",
"OECD members","OED","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","","","0.64","","0.68","","0.71","","1.105","","1.295","","1.405","","1.615","","1.875",
"OECD members","OED","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.88","","","0.86","","0.795","","0.9","","1.29","","1.33","","1.39","","1.705","","1.945",
"Oman","OMN","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","15203.992","14635.857","15203.992","15062.213","17762.13","19040.179","17619.331","16469.986","15595.936","15089.82","17437.457","17926.092","20743.194","22398.498","26749.973","30271.735","31560.469","33624.269","34681.847","38312.865","39505.92","41742.276","44334.858","46248.394","48655.68","50157.153","51528.787","51765.352","54013.415","61005.466","65337.982","63337.595","60529.211","58872.756","60261.88","61674.943","60496.838","63436.696","67198.212","72139.697","73507.722","",
"Oman","OMN","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","4.81604606734354","7.23361013670091","5.6472248638374","7.43696812422127","5.48159613056206","6.8606536513024","7.59745444001921","6.55661598629582","7.44958824371688","7.43989105207023","4.68950864906135","3.71442591469929","4.4063542421581","4.40157931206397","4.64440302433163","4.86163130102844","4.96532716393986","4.99478511152055","5.15343742882363","5.03048034400745","4.72025209050088","4.98098042462268","4.95754090646818","4.78807731422985","4.95590878017007","4.74703679008959","3.66788133162905","3.48056078731597","3.77753135729285","3.93686397402504","3.32498726525006","3.12023795955074","",
"Oman","OMN","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","10.0869844353207","13.8521839582155","10.1932435036456","12.9129552040821","9.17328332053244","11.1408568994434","12.0675047529209","10.1178314452807","11.1089653882678","10.6920139528943","6.49312818547259","4.97398751064101","5.77882754279132","5.64872353920728","5.84141616706185","5.97561160091392","5.99687963160153","5.91836513086997","6.02175714569486","5.79313815855266","5.320750479959","5.49018040901182","5.37702801778674","5.0860880959998","5.1204084223334","4.74703679008959","3.55325401388593","3.27678975581919","3.47943173663515","3.5945981760631","2.99584133529334","2.75279363559013","",
"Oman","OMN","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-6606.77559374669","-16723.4042553192","-15642.5444454799","-10005.9513026442","-7335.61803256042","-4941.5390847998","-2265.77935383037","-2864.65914491021","-1749.72258791437","-1212.3339995095","-1679.26153959179","-1106.39522128349","-1415.81451157951","-896.264114873397","-1167.47809037531","-1423.15444464403","-1278.87947173448","-1422.17094136266","-1252.14883917498","-808.29760631337","-576.374409416734","-665.863294067397","-649.806488929178","-678.671145233525","-698.139935900359","-701.291356872869","-666.197579543753","-663.000765132819","-666.867715944942","-654.745108916663","-676.027100739006","-618.315378736354","-547.379964692572","-513.068207023452","-459.431369585633","-306.22261164595","-244.063879793153","-239.623399921868","-267.625510935098","-211.51288938573","-190.821452250116","",
"Oman","OMN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Oman","OMN","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","100","100","100.001035421779","99.9993290526895","100","100","99.9998657281963","99.9998199962559","100","100","100","100.000067298283","100.00007307527","100","100","100.00005031606","100","100","100.000038987221","100.000023707379","99.9999657583264","100","100","100.000016836718","100","100","100.000014869311","99.9999705207929","100.000014197727","100","100.000011877121","100","99.9999893046687","100.000010413445","100.000018566675","100","100","100.000005353737","100","100.00000431819","100.000007912678","",
"Oman","OMN","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","99.1376566913681","72.1907825521561","98.1042000656959","77.4416068355813","109.012222239088","89.7597024201936","82.8671726653308","98.8354081018447","90.0173837120877","93.5277492533858","154.008972476063","201.045941080606","173.045482426176","177.031145719753","171.191363772149","167.346887111448","166.753388667389","168.965580508718","166.064485133701","172.618013351478","187.943412074401","182.143376993324","185.976341706252","196.614761900506","195.296921167139","210.657731174046","281.432173464676","305.176735316667","287.403253086111","278.195211542456","333.796048615533","363.267332164412","",
"Oman","OMN","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","226.696","86.997","96.579","149.043","238.879","377.666","744.758","555.544","843.15","1149.846","980.039","1485.922","1368.452","2248.249","2110.488","1987.437","2288.849","2208.968","2564.943","4218.096","5840.836","5450.356","5912.84","5939.4","6096.134","6259.54","6725.261","6784.443","7043.381","8082.923","8419.549","8817.519","9349.874","9602.97","10771.988","15182.548","17583.025","18678.541","18278.985","23157.853","25275.894","",
"Oman","OMN","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Oman","OMN","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Oman","OMN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","302.676605636266","112.054808283068","119.678211227167","177.021831540465","270.824357968537","407.216478171469","761.676355201741","537.915435352624","772.234897158992","996.076664861938","802.973670066333","1152.01861933477","1005.74363331293","1571.45483266698","1408.47935419803","1272.24954933732","1411.02061927486","1314.0249959847","1471.61020109584","2330.30717036544","3098.52756127734","2772.89113780827","2892.90341267139","2815.88776273607","2829.35765339274","2876.62948219622","3088.20772889849","3124.83700921407","3242.38049576322","3686.56509474193","3760.36399772222","3819.73861651033","3913.52049561324","3897.30767154721","4270.65822207685","5942.50979977729","6842.33885231146","7201.99550958291","6863.48012784505","8262.49372049345","8356.29174278806","",
"Oman","OMN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.26","","0.29","","0.26","","0.26","","0.39","","0.38","","0.38","","0.38",
"Oman","OMN","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31","","0.31","","0.31","","0.31","","0.31","","0.31","","0.31","","0.31",
"Other small states","OSS","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4758416562667","10.5282190377814","10.4151673247964","11.1832885782669","","","","","",
"Other small states","OSS","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8567550123665","10.5282190377814","10.0277106145234","10.4353560687504","","","","","",
"Other small states","OSS","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","-502.87859509089","-567.401943974517","-498.261062847694","-610.089902275158","-820.573007383202","-852.593557470013","-772.427758528451","-624.371736223612","-699.258658270413","-587.09803958671","-286.314267338315","-284.510419040817","-276.954686529599","-296.321193812297","-351.197188904461","-318.95601560579","-307.026549472086","-276.543173947208","-385.989119794954","","-446.29719099453","-395.584771535088","-402.887939472677","-464.26797964904","-464.024995343281","-453.748499483177","-443.075972272912","-381.575368025183","-340.46418833481","-287.023083156314","-246.348850939147","-244.591281808129","-259.720193097184","","","","","-134.034461188991","-140.157890715223","-138.461673060562","-134.614924510972","",
"Other small states","OSS","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0","0.0409598707573194","0.0297751354076216","0.546943666074356","0.947793516962868","1.11953161600033","1.90752561077517","1.65153816359804","1.95394666443861","1.62730969173544","1.53149536623372","1.75005552127288","1.9270692944872","2.2402243154823","2.5733021682602","2.54717345707665","2.6270616626735","2.38456389511365","2.35378215118301","","5.59693964176235","4.65852548855612","4.0330600023136","3.50931447126346","4.4439823408633","3.67531569195786","3.11643622222872","3.6506400024956","4.07861249481014","4.28022887239153","4.27212297465725","4.39584347013825","4.62132028418653","","","","","4.94745518112445","5.85029952395477","5.95264731344542","4.23467207333617","",
"Other small states","OSS","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","54.5609285344604","52.6499131269718","64.8106370632576","66.4041761056848","58.025879741665","55.1117803943753","57.119581797522","61.5450341940285","55.5879503202098","55.3451228378651","56.4292158208478","56.3239875649016","55.6934321749658","52.3598867040328","48.3601571325756","49.4860001010716","48.899389645341","51.2505068731023","48.4571618088381","32.6173573952102","50.5083490621993","53.3129200537159","53.9177415264418","52.0846986812347","53.4352940798643","52.8701891031406","53.171384281625","55.1849548926832","54.1342940991213","53.4282697709172","54.8890079373757","53.843455057787","53.0145482892664","30.7411062763526","32.4428628713958","31.9116131628741","31.034300338689","57.0556111839483","54.9593532046858","58.1557729498947","57.0538111561555","",
"Other small states","OSS","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.3401081456947","94.9828262891778","99.7236596109654","95.8280669496832","","","","","",
"Other small states","OSS","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8991.51056326127","9912.775","10572.615","11058.229","","","","","",
"Other small states","OSS","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","45.4390714655396","47.3092222577843","35.1595878013348","33.0489438263416","41.0263267413721","43.7686879896243","40.9729662811725","36.8033627642244","42.4580297240288","43.0277130258281","42.0022532147158","41.6321212542933","41.8184680090675","44.72056337095","48.211937351964","47.0903065993366","48.2045965109188","46.1814654210685","48.9814096289332","","42.3933413419187","40.2179160557211","39.9710188291407","41.6063722364477","39.9434128294228","39.5329872464592","39.1036128889505","37.3056731102787","38.1331979635901","38.3447291036112","36.4442306430805","37.2577423751637","36.977599406608","","","","","29.6579724291278","31.3609159599707","29.4258288111371","29.9070446922724","",
"Other small states","OSS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","482.936981342728","561.370490904238","588.7167078685","605.505805354229","","","","","",
"Other small states","OSS","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38","","0.44","","","","0.685","","","","0.93","","1.07","","1.31",
"Other small states","OSS","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.59","","0.53","","","","0.755","","","","0.895","","1.08","","1.27",
"Pakistan","PAK","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","14355.444","14822.966","15587.538","16391.308","17081.032","17354.73","18247.604","18966.741","19801.641","20922.384","22071.066","23090.592","24027.699","24420.74","26003.562","27511.833","30223.453","31373.659","33103.304","34177.583","36171.64","37722.623","38959.507","39521.957","41044.745","41981.553","42211.248","43328.501","45114.022","46894.683","48869.307","49824.59","54884.155","58255.218","60719.393","61037.821","63229.569","62167.065","63645.189","64303.23","65066.576","",
"Pakistan","PAK","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","1.89987361022438","2.09219702654286","2.23270194774658","2.34986171389884","2.47870648095198","2.60951548372597","2.69711451747443","2.68986963423776","2.85387035387063","2.9424932250605","3.05362402802774","3.23180455587391","3.33802028104655","3.30207270926615","3.35729043353795","3.4524296029973","3.500454340638","3.51071768600403","3.57348173923214","3.55977319724286","3.69276137608854","3.79075521254749","3.9351409131403","4.0337287504915","4.15709009464744","4.4637789726331","4.70017052487111","4.85475818560724","5.13300676559482","5.29007271108565","5.47760631821356","5.72329924617631","",
"Pakistan","PAK","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","3.9791968904443","4.00650540197912","4.03002805327992","4.08011148367545","4.14803941710333","4.23753188233803","4.28399308159753","4.15086801268839","4.25574487428774","4.22871496349257","4.22807030075359","4.3277092791474","4.37773326391941","4.23768254950727","4.22257295786964","4.24350945384216","4.22767778308222","4.1598804900036","4.17558949641567","4.09946099268769","4.16254502672381","4.17827982226297","4.26811666168757","4.28478874378135","4.29507484443673","4.4637789726331","4.55328247384416","4.57053413563411","4.72794133398612","4.83016071776237","4.93536910594273","5.04931416888484","",
"Pakistan","PAK","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","15.7425298128984","15.2588985792527","15.1376019673329","15.7879843204499","16.0629906246846","15.7071763086998","14.9991708419588","15.1702238455208","16.2538981531328","15.4981476937803","16.834411632823","17.8523183356289","18.9499912010323","20.2902157703281","19.4110835675954","18.2969035847125","18.304523831013","19.2130018680297","19.3029602765443","20.2524684866474","17.7726860431385","19.4618740619039","20.8729951631991","22.8984633773058","23.3352809848051","25.4892528701461","27.0232844508678","26.6787144717906","27.6955287349631","26.8033321714711","24.9212768375674","24.2503382347151","20.1042121472028","20.8272225691544","20.344351713953","23.0732436417338","24.3105458321802","24.2288095228199","23.50050895539","23.7311662211747","23.31084876575","",
"Pakistan","PAK","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","2.01611237080921","1.96373074826741","2.47034859237648","2.44595062949495","2.61693198102666","3.0427778528732","2.58820750937694","3.1317360858505","3.11093523067665","3.02881600828767","3.07772799722669","3.08389574947343","3.49735101654304","3.8759323795584","3.5420051389471","3.8583060379228","3.89867252990444","3.86644173231722","3.57673551769224","3.57444473196238","3.80631551247174","4.20021316780241","3.65787690460664","4.09475894896847","3.96277342082959","3.34373333309669","3.44885091176792","3.39226495103702","2.82516834172852","3.12036405938306","3.41980060639642","3.61175078863154","4.04085300405873","3.99035828541069","4.33109222182892","4.21477008136026","3.91520166433183","3.42623955276872","3.81046986149565","4.30193800876941","4.5077171944687","",
"Pakistan","PAK","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","35.5988099726769","35.2938835913113","35.8410966018919","37.4698409922477","38.0903233453344","36.5222712099077","37.6764243351364","37.7774465106005","39.320180110249","40.3162965588199","42.5730800679762","44.1093493156107","44.9751181653972","44.7639031503897","46.2760515637671","46.6028536030922","49.6651043854025","50.6013526188402","52.0234481704175","52.6358539737636","52.3052713274899","53.5320067044395","54.9088833697872","55.0024060848048","55.8491593557202","57.6899949328177","57.8280496393655","57.8735722668964","59.5724668861902","59.4133072987959","58.9286736484878","58.4092014437632","58.933346205752","60.8281160201734","61.1024803510824","61.9768220382154","63.3900842117055","62.6778444585712","62.1533134674439","61.5012356590957","60.8933637751972","",
"Pakistan","PAK","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","251.306991720217","249.594072556604","248.137230505413","245.091342234399","241.077747688889","235.986425062189","233.427080985643","240.913466037271","234.976491669361","236.478459445298","236.514515811567","231.06912583486","228.428718634331","235.978034767204","236.82243266781","235.654005458755","236.536474941793","240.391521439871","239.487143278428","243.934507922804","240.23764153419","239.332941434831","234.295376454075","233.383734834379","232.82481358742","224.025429155628","219.621779616001","218.792808526145","211.50854660815","207.032448490298","202.619090595654","198.046698334252","",
"Pakistan","PAK","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","17037.592","17492.062","18368.015","19464.334","20349.822","20588.621","21467.56","22358.589","23644.851","24759.675","26538.7","28108.635","29645.523","30637.067","32266.921","33672.938","36995.259","38835.035","41021.708","42857.23","43989.811","46838.218","49236.676","51259.623","53537.984","56342.95","57842.077","59094.028","62394.512","64066.691","65090.754","65775.33","68694.679","73579.859","76227.354","79345.372","83538.149","82045.781","83196.879","84311.28","84844.564","",
"Pakistan","PAK","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","10628.916","10974.938","11330.964","11694.991","12065.967","12442.722","12823.727","13211.873","13612.078","14027.566","14423.568","14843.259","15275.606","15735.248","16192.168","16681.183","17179.2","17682.447","18213.563","18767.053","19306.431","19797.475","20400.35","20966.64","21515.88","21954.747","22398.246","22889.577","23461.813","24003.436","24507.662","24980.844","25434.755","25886.517","26349.073","26825.407","27312.559","27810.17","28317.071","28831.781","29355.302","",
"Pakistan","PAK","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","62.3850835258879","62.7423913773002","61.688560249978","60.0842083782574","59.292739759591","60.4349460801673","59.7353728136779","59.090817403549","57.568888888325","56.6548874328924","54.349188166715","52.8067584925415","51.5275308180598","51.3601644700519","50.1819432972858","49.538840358985","46.436220381644","45.5322030738481","44.3998163118903","43.789701294274","43.888415433292","42.2677801277581","41.4332397256062","40.9028369170799","40.1880653556174","38.9662717340856","38.7231011777119","38.7341627820666","37.6023663747863","37.4663270809476","37.6515257451158","37.9790477676053","37.0258007901893","35.1815256944159","34.5664274270887","33.8084078804243","32.6947141239627","33.8959172074917","34.0362178730286","34.196825146054","34.5989190303341","",
