"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012",
"China","CHN","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24","","","0.25","","0.45","","0.37","","0.43","","0.61","","1.01","","1.04","","1.28",
"China","CHN","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27","","","0.28","","0.4","","0.42","","0.48","","0.69","","0.99","","1.11","","1.37",
"Cote d'Ivoire","CIV","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","1639.185","1703.716","1758.142","1828.099","1899.256","1963.148","2022.29","2089.534","2212.577","2418.893","2847.052","3300.061","3599.273","3618.402","3801.072","3818.248","3748.738","3590.379","3305.066","3382.49","3457.034","3786.314","3929.169","4050.265","4247.599","5158.505","5440.845","5413.304","6024.716","6012.421","5973.247","6528.463","6781.152","9546.539","10628.354","11942.03","11500.375","11415.161","10822.517","10849.672","11884.946","",
"Cote d'Ivoire","CIV","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","2.97541556362876","3.38216247395433","3.61302643031729","3.69966031983792","3.66620599405971","3.75924752110359","3.58832218214614","3.60634234176634","3.72405704438296","3.84222301316254","3.99561652421313","4.01535640158924","3.79516187464815","3.73671647994677","3.74822127938149","4.11617603560674","4.00837485480855","4.20368659607907","4.47301435369591","3.8729944056203","3.95532062144198","4.20055544169581","3.92717886989905","4.16863235050648","3.08525432055971","3.11631253402733","3.27176014180148","3.19153695584947","3.32346114744699","3.76771476294746","3.78556123463038","3.21336663928661","",
"Cote d'Ivoire","CIV","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","6.23186947534514","6.47675723192291","6.52151438579439","6.42379356512162","6.13528350026318","6.10455516498079","5.6995530976755","5.56512140168588","5.55338355040997","5.5217343613431","5.53236004307218","5.37696350686113","4.97726346210124","4.79547835972569","4.71425934924225","5.0593448467744","4.84111937219295","4.98098549103867","5.22668733620629","4.46016883969892","4.45850638725012","4.6299734644537","4.25948090246846","4.42808876780237","3.18766202300688","3.11631253402733","3.16951226204606","3.00468695744589","3.06119396456527","3.44015457586921","3.41082233382234","2.8349553297273","",
"Cote d'Ivoire","CIV","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","33.2285777133267","34.6001170791628","34.6677913700076","34.9237584833928","35.8368130160403","38.4765909011137","37.8404912048609","39.937900910503","37.1278739020849","32.3182108161347","20.0078445387737","6.82626185966825","-4.16148406846644","-2.78861985389616","-2.80928279103659","6.62131238669276","10.1701279584046","15.1110497432203","24.5271221955706","21.7529518829546","22.3066145929082","21.0387568285071","20.9000657896326","20.4882019082761","16.4630523561394","9.88926968018364","7.50139023879805","7.81118788823182","13.8130749940274","10.7173813453675","7.86824763336996","6.01754560229873","-3.08771258798782","-2.63222936631886","-10.3194101408892","-25.2146584034846","-12.3859991155999","-11.0633816109266","-14.0554808828666","-10.7157741174819","-5.80724618675986","",
"Cote d'Ivoire","CIV","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0.486940511299757","0.746082166540311","0.536884819477682","0.84800999585286","1.11275523303739","0.927137706775777","0.586834401553089","0.412824996924365","1.78394337301125","3.25334646550566","4.18019512447305","4.19578998011201","2.42907340642702","0.911245723298097","3.15881691233409","2.51333274476136","2.16795310404387","2.5233709603095","3.1303834722037","2.63003390831108","2.42368615866735","1.8795638514292","1.9027054275239","1.98205035535522","3.01736879006509","2.67706431281398","2.74722407011258","2.01673201946534","2.15790761184443","2.25275814524338","2.38764532361617","2.14056923876444","2.39512037094326","1.61613520629623","1.28274738910949","1.36160900117288","1.51024267254964","1.58812071538792","1.93138913613898","1.41993956470752","1.35822045024326","",
"Cote d'Ivoire","CIV","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","33.2285777133267","34.6001554657735","34.6677913700076","34.9237228856261","35.8368130160403","38.4766222402736","37.8404912048609","39.937900910503","37.1278739020849","34.4260643774903","30.9911821989658","28.3255915858329","25.9179493175177","26.2169070482774","24.9455332092577","30.1483274732923","29.5147338235622","27.6992959689571","26.9448093051975","23.311050112033","22.9700471010112","26.391096846713","27.3825791951762","27.1257069952259","24.1301788996193","31.2514225812712","31.819510197323","30.589724922194","40.5981726080034","36.6093097193482","33.8252067788767","37.5509143493026","32.2928665236352","24.9521995825063","25.5131088163842","22.0972700085538","24.6418888050093","24.9521991504233","23.6292444433016","23.7340059341367","21.5102256913981","",
"Cote d'Ivoire","CIV","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","160.465491768763","154.398252735359","153.338617511643","155.671254043648","162.991653108957","163.812099813033","175.452352642848","179.690599327638","180.070400490558","181.102518621841","180.754685561768","185.978572985287","200.913616008953","208.529770126458","212.122398433751","197.654050136067","206.563797154834","200.763483812412","191.32577398935","224.206758968233","224.290359403695","215.983959233769","234.77039172085","225.831064469896","313.70954410553","320.892076478498","315.505957170349","332.813372628356","326.669924080428","290.684612550392","293.184429480192","352.739244076976","",
"Cote d'Ivoire","CIV","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","2454.92","2605.075","2691.08","2809.165","2960.04","3190.896","3253.388","3478.956","3519.17","3573.92","3559.164","3541.836","3455.474","3520.236","3697.207","4088.993","4173.153","4229.501","4379.144","4322.834","4449.586","4795.155","4967.348","5093.917","5084.695","5724.629","5882.083","5871.975","6990.29","6734.145","6483.375","6946.47","6578.041","9301.697","9634.165","9537.246","10232.925","10278.06","9488.818","9799.572","11232.639","",
"Cote d'Ivoire","CIV","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","1627.231","1684.28","1743.694","1804.277","1866.318","1933.564","2003.198","2075.172","2149.797","2227.288","2307.357","2389.982","2475.95","2565.261","2658.131","2753.46","2850.985","2951.234","3062.109","3176.159","3288.109","3397.909","3504.82","3608.268","3701.4","3819.845","3930.624","4008.33","4112.542","4223.584","4234.975","4323.904","4410.373","6951.564","7172.836","7391.505","7623.189","7601.744","7105.04","7376.819","8716.797","",
"Cote d'Ivoire","CIV","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","66.2844817753735","64.6538007542969","64.7953238105147","64.2282315207544","63.0504317509223","60.5962713921106","61.572674393586","59.6492740925726","61.0881827249039","62.3205891570041","64.8286226765611","67.4786184340551","71.6529772760553","72.8718472284245","71.8956498784082","67.3383397819463","68.3172891096972","69.7773567141845","69.9248300581118","73.4739987702512","73.8969647962754","70.861296454442","70.5571665202438","70.8348408503711","72.7949267360186","66.7265075169063","66.8236745384246","68.2620413063748","58.8322086780377","62.7189346234748","65.320531359053","62.2460616687325","67.0469065182172","74.734362987743","74.4520775801535","77.5014611136171","74.4966761703032","73.9608836687079","74.8780301192414","75.2769508709156","77.6023960175343","",
"Cote d'Ivoire","CIV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","447.35816826099","453.243100246658","446.918949979282","445.338221567245","448.056769236475","461.367691092479","449.54832897265","459.639956918283","444.799947015877","432.387491744348","412.409297889011","393.334678566165","368.142318893232","360.254220090133","363.968791989552","387.8165087008","381.851981005276","373.75097878196","373.93025862161","356.792936433614","355.112394352214","370.253791311015","371.380425338737","369.15486219081","357.63812447116","391.229909042206","391.040070138914","380.396230485338","442.360479344458","417.45746724449","394.842064087875","416.580234815176","389.007593880023","542.552535605805","553.878827369953","539.974002425602","570.109210726957","562.871590013693","510.11470032646","516.403264907264","579.301993186781","",
"Cote d'Ivoire","CIV","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15","0.86","","","0.56","","","0.45","","0.51","","0.6","","0.95","","1.06","","1.2","","1.3","","1.2",
"Cote d'Ivoire","CIV","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24","1.23","","","0.83","","","0.74","","0.76","","0.85","","1.14","","1.2","","1.33","","1.68","","1.51",
"Latin America and the Caribbean (IFC classification)","CLA","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America and the Caribbean (IFC classification)","CLA","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","2452.428","2500.934","2551.798","2618.934","2689.837","2758.003","2871.384","3428.534","5034.208","6707.204","8068.285","9046.784","9371.365","12394.558","12483.645","12424.024","12578.839","12020.082","11582.22","10975.515","10727.395","10837.544","10449.639","10448.163","9796.431","10270.713","10909.132","11251.785","10991.555","11144.664","10695.343","11023.361","10889.301","10796.909","10494.026","10259.914","9245.818","9302.138","8844.765","8405.274","8193.926","",
"Cameroon","CMR","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","2.38770597953859","2.91266452373896","3.176396655038","3.40788572247304","3.6804824699926","3.94567266327253","4.24415399702311","4.19640014460914","3.87951316523177","3.8117243574738","3.67683465439352","3.62185424138949","3.54495362746951","3.38937387606928","3.28333738314256","3.41056055089851","3.55601479502364","3.67746140746065","3.80728804799427","4.00181237240879","4.08523534774461","4.31550549032136","4.46755900621687","4.57188887576002","4.73905167840574","4.99285009485927","5.52439589710997","6.23220300851783","6.47628396382966","6.16233654534765","6.42322059692082","7.05647647603627","",
"Cameroon","CMR","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","5.00093909297111","5.57768030470627","5.73339743850155","5.91717954681075","6.15917474570191","6.40728664465085","6.74125115662757","6.47566815394569","5.78520262676771","5.47790414260925","5.09097232021179","4.85002478868718","4.64912136757884","4.34971964368605","4.12955981023367","4.1920466468235","4.29478098619995","4.35745660285461","4.44879060343256","4.60851655758605","4.60494853251599","4.75667472628949","4.84558582586817","4.85644405075299","4.89635326321511","4.99285009485927","5.35174944904307","5.86733581810098","5.96521532924054","5.62659107663973","5.78737547992257","6.22549426830286","",
"Cameroon","CMR","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","9.00706259496102","9.21912960590769","9.37255056556077","9.47207303807142","11.3908234201987","10.4711911019238","12.89930977915","-0.681136298030832","-42.4671149167434","-83.4844405440407","-110.255975262179","-125.395816163112","-125.483232578423","-188.831459726324","-180.045642187325","-174.637626696919","-172.96483007456","-152.806341568062","-134.931514768336","-120.354256803558","-113.303402627709","-113.175626301054","-98.6657376266894","-93.4191673034886","-78.2171501173296","-82.3088712047951","-86.933331459853","-87.4024412748939","-81.6591980426553","-76.6286540411541","-67.5297631867697","-69.1153453764431","-60.9453166118792","-55.1477975925664","-50.31511809104","-52.6084588930201","-45.8390722647932","-45.4550884757872","-27.9255521482952","-21.048346761029","-21.9383945119191","",
"Cameroon","CMR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","3.33765585664806","3.34957946040401","3.26199408246827","3.53755690112228","3.66877397987033","3.50635725266963","3.19569159498226","3.17953660413838","3.18338869247251","3.2113587831032","4.05643146087561","4.36670908770192","4.32263225961683","4.36485456427073","4.60702090172595","4.62148093588824","4.57412362715639","4.65210971972759","4.64710131213919","4.58588393547286","4.56747154402355","4.57078159358141","4.58129511721683","4.27944338801116","4.30711307286079","4.37809122549918","4.55653264028269","4.46323464259946","4.73873368232086","4.6914111668176","4.67978092602847","4.19824339354888","4.4844105808607","4.84429622630014","4.64655050290409","4.97858778280213","5.21854208532211","5.69102182325608","4.99531819090384","5.27612452840569","5.62734254343109","",
"Cameroon","CMR","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","9.00709969816543","9.2191296059077","9.37255056556076","9.47207303807143","11.3908234201986","10.4711911019238","14.0681411843503","14.356133119199","15.0394230461743","15.5722860749202","16.5278082891819","17.7706184668035","18.6092333604018","19.1767858378753","20.0140744659039","19.2724769595746","18.8224234613442","19.1695094917407","19.9227754901024","18.7105212965658","17.3885482540665","16.1105436285875","16.6542013076269","17.0315804439389","16.1929063016711","15.8025968069229","16.1544497185581","16.3602692570847","14.6517908996824","16.3072863854111","15.5226580849902","15.8529666705021","16.7323224806266","16.8172605930182","15.494751660531","17.0421942126996","28.8850489136778","27.6217804739683","30.8930120564178","30.9356220926121","26.7962711574847","",
"Cameroon","CMR","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","199.962443334996","179.28600159393","174.416654475179","168.999434965427","162.359413604531","156.072305713816","148.340415861359","154.424219436058","172.854792565618","182.551569718355","196.426131807843","206.184513186928","215.094406219122","229.89987445549","242.156560493893","238.546963869723","232.840743966506","229.491671665735","224.780190649663","216.989564321713","217.157693064082","210.230898167818","206.37339548533","205.91197788945","204.233629855246","200.286405760433","186.854786368747","170.43510564283","167.638541914515","177.727506118538","172.789894740574","160.629816188492","",
"Cameroon","CMR","Energy use (kt of oil equivalent)","EG.USE.COMM.KT.OE","","","","","","","","","","","","2695.185","2754.913","2815.701","2892.957","3035.619","3080.576","3296.626","3405.339","3533.593","3655.462","3837.363","4013.732","4156.125","4291.277","4457.718","4523.788","4608.227","4754.66","4930.041","4980.85","5029.172","5083.857","5259.91","5401.824","5496.907","5633.688","5835.841","6004.076","6050.646","6309.658","6384.145","6518.25","6765.839","6959.112","6981.351","6723.031","6339.74","6395.196","6913.994","6943.733","6719.726","",
"Cameroon","CMR","Combustible renewables and waste (metric tons of oil equivalent)","EG.USE.CRNW.KT.OE","","","","","","","","","","","","2362.472","2408.656","2459.95","2516.594","2578.467","2649.987","2727.502","2808.192","2889.671","2968.833","3047.47","3125.199","3203.048","3281.04","3360.179","3442.875","3530.061","3622.023","3718.737","3820.49","3924.965","4032.448","4142.941","4250.64","4370.04","4496.771","4627.18","4753.815","4877.394","4984.711","5094.392","5211.261","5330.35","5451.661","5575.216","5242.567","4177.663","4264.777","4432.677","4429.286","4540.949","",
"Cameroon","CMR","Combustible renewables and waste (% of total energy)","EG.USE.CRNW.ZS","","","","","","","","","","","","87.6552815483909","87.4312909336883","87.365455351971","86.9903700608063","84.940402599931","86.0224516454066","82.7361672206674","82.4643890079666","81.7771316617392","81.2163551419766","79.4157341903802","77.8626724454946","77.0681343799813","76.458359597854","75.3789046323702","76.1060199991689","76.6034529114994","76.1783807885317","75.4301434815654","76.7035746910668","78.0439603179211","79.3186747778311","78.7644845634241","78.6889761680499","79.4999806254681","79.8193119675779","79.2890005056683","79.1764627896116","80.6094754179967","79.0012865990518","79.7975609889813","79.948774594408","78.7832817186457","78.3384575503311","79.8586978365649","77.9792180044983","65.8964405480351","66.6871977027756","64.1116697526784","63.7882533789822","67.5764011806434","",
"Cameroon","CMR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","387.86074869687","386.146422937738","384.245280418304","384.20593956947","392.188905810654","387.031346190087","402.624623832415","404.16062414703","407.393252172726","409.249046223176","417.052723649858","423.360959462855","425.372458371096","426.111723829904","429.40717831582","422.726323833631","417.732922449908","418.161411117328","420.760563199973","412.65135527452","404.588483065506","397.274684646535","399.408561476598","398.7484118194","394.621300362717","393.497804595099","396.741585973511","397.412772343281","390.020712723174","396.14337601387","390.457076384489","388.406203678169","392.831108737321","393.727171094022","384.907563425508","361.221456960659","331.963952053643","326.368334494682","343.912301789524","336.676567103253","317.623350654595","",
"Cameroon","CMR","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","0.58","","","0.5","","","0.48","","0.47","","0.57","","0.83","","1.07","","1.04","","1.1","","1.01",
"Cameroon","CMR","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","0.69","","","0.68","","","0.64","","0.56","","0.68","","0.95","","1.14","","1.14","","1.2","","1.1",
"Congo, Rep.","COG","Energy production (kt of oil equivalent)","EG.EGY.PROD.KT.OE","","","","","","","","","","","","334.485","671.87","2439.235","2858.984","2217.464","2509.669","2247.567","2875.264","3230.136","3818.581","4597.087","5135.737","5869.469","6539.904","6414.496","6551.966","6938.628","7689.78","8664.86","8746.18","8783.052","9388.828","10317.445","9807.072","10050.528","11200.941","12463.329","13658.269","14597.953","14583.648","13595.407","13129.126","12065.54","12540.561","13640.672","15359.682","12522.967","13264.046","15299.656","17370.82","16672.118","",
"Congo, Rep.","COG","GDP per unit of energy use (PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP","","","","","","","","","","","","","","","","","","","","","4.08966492067159","5.10363146925792","6.30146786115276","6.23474594742126","7.132209694228","6.96567463199826","6.7411287135934","6.83037133360798","7.46548161438177","7.61053714168777","7.91261456625534","8.15573900136869","8.52735560904324","8.53179915133001","9.1193015702689","9.11989401216917","9.89542667088001","10.4892999330597","11.1089110081883","11.2751348369282","10.6670729923545","10.434792991062","11.281958275829","10.0946378095018","10.5160830523536","11.0319024223095","11.3527272208514","10.9694766954072","11.36462813608","10.9611652082353","11.3193957697225","10.8895951195268","",
"Congo, Rep.","COG","GDP per unit of energy use (constant 2005 PPP $ per kg of oil equivalent)","EG.GDP.PUSE.KO.PP.KD","","","","","","","","","","","","","","","","","","","","","8.56561291641585","9.77332765121091","11.3741524178443","10.825513002493","11.9355345903407","11.3113980427278","10.7073498674557","10.5402765705005","11.1326658800054","10.9372528090049","10.9558643571789","10.9213495879188","11.1834216571249","10.9492005666729","11.4696410595305","11.2096004579152","11.9512130196715","12.4288644225894","12.9806881655913","12.9845281960888","12.0241107160454","11.5015300538875","12.2365920703721","10.7229298582441","10.8651394970553","11.0319024223095","10.9979358432859","10.3272636390086","10.4678013421103","10.0082158603934","10.1988702609148","9.60721859287385","",
"Congo, Rep.","COG","Energy imports, net (% of energy use)","EG.IMP.CONS.ZS","","","","","","","","","","","","34.2238260048769","-27.5553986118072","-358.01897243889","-426.468882181903","-300.956162619972","-314.255059612728","-289.936553705545","-380.233564158324","-439.954264623285","-516.124748698719","-619.537169644464","-656.901702379145","-677.781915133269","-793.175709634421","-740.199672800672","-772.224330019875","-807.566599653905","-943.90782939696","-1026.34653556726","-1027.57618653486","-1002.35706970299","-1075.94951929099","-1177.71166101544","-1246.18220751946","-1196.64657077577","-1377.2854785805","-1620.22588841946","-1797.91758436451","-1982.8777707229","-1691.22225866001","-1438.75660417506","-1411.68739954036","-1107.55868882911","-1129.01732993719","-1159.65444320291","-1231.0272692925","-935.410332964301","-952.935213432181","-980.50249439256","-1049.5396433485","-904.923196732576","",
"Congo, Rep.","COG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","","","","","","","","","","","","0.913238417368049","1.07759602679182","0.807417727888959","0.871007956924697","0.90191738812825","0.89431471360636","0.71617802436879","0.158003213511446","1.1069432185937","1.38760257771381","1.38645630346145","2.20538494755505","2.64390267173044","2.94806940104451","3.2780185709851","3.06824338806064","3.12714592344849","3.37399576994817","4.43812403401063","5.43277871031454","5.18103500210856","4.5671113872175","3.823433982172","3.80118323701802","3.90547491539987","5.17217502779569","5.35335954849921","4.08701512551327","1.16571901463213","3.11604536136669","3.25104240706618","3.92120740396174","2.94364911606457","2.78133584483321","2.81930759356906","2.77233763037578","2.38203707577458","2.5600906867473","2.0042712588349","2.44720606229456","4.10031319241684","",
"Congo, Rep.","COG","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","37.7204436403681","38.4253352774107","37.6515785955438","37.3211257179371","36.8692183623726","41.3273096114897","37.1760239975156","38.2170690236871","36.8706370857739","37.6492076143885","38.1583828328599","39.6376825477767","43.6557997037006","40.2102954351769","40.9249340820408","38.3313431286018","37.6892500107909","33.6719456337883","34.7679480663314","33.2699036435973","33.1495873245376","31.8725858086883","31.2864244192527","22.9715446596478","26.9706379811048","22.0341039631448","18.4473242173752","15.0600643372774","15.0159448102675","21.9491434867037","25.4935871026743","21.2832812132991","30.6556054637458","30.3277330936824","32.5297121591297","35.0467775647936","36.4346667835224","37.2201463657429","43.0041187138765","45.6591210043471","48.8503017400382","",
"Congo, Rep.","COG","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2005 PPP)","EG.USE.COMM.GD.PP.KD","","","","","","","","","","","","","","","","","","","","","116.745877937528","102.31929550383","87.9186389687513","92.3743752161873","83.7834277493769","88.4064017747932","93.3937914029911","94.8741708352074","89.8257444154534","91.4306377902027","91.2753177109883","91.5637753328767","89.4180717368286","91.3308687616696","87.1866865588673","89.209245570737","83.6735148435573","80.457873382423","77.0375181379645","77.0147351446486","83.1662335465329","86.9449538726376","81.7220999318308","93.2580939370013","92.0374745552992","90.6461969766633","90.9261532572483","96.8310711293117","95.5310448983363","99.9179088410163","98.0500755885003","104.088398773579","",
